Country,ISO3,Year,TaxRevenue_percent_GDP
Malaysia,MYS,2012,15.613146742555
Malaysia,MYS,2013,15.310235280489
Malaysia,MYS,2014,14.8407907140268
Malaysia,MYS,2015,14.0568621293393
Malaysia,MYS,2016,13.5507251724192
Malaysia,MYS,2017,12.9459662411797
Malaysia,MYS,2018,12.0226658594691
Malaysia,MYS,2019,11.9363488299347
Malaysia,MYS,2020,10.8846712054019
Malaysia,MYS,2021,11.2160748437663
Maldives,MDV,2000,13.796110041301
Maldives,MDV,2001,9.82630738897756
Maldives,MDV,2002,9.50792544852813
Maldives,MDV,2003,9.42070183448992
Maldives,MDV,2004,10.4894358542978
Maldives,MDV,2005,11.5693738822473
Maldives,MDV,2006,11.7564407107925
Maldives,MDV,2007,12.1474495062228
Maldives,MDV,2008,11.5788828140298
Maldives,MDV,2009,9.1006679916955
Maldives,MDV,2010,8.84762793030511
Maldives,MDV,2011,12.0781339785612
Maldives,MDV,2012,
Maldives,MDV,2013,
Maldives,MDV,2014,19.3230032785505
Maldives,MDV,2015,19.6501550926862
Maldives,MDV,2016,19.9758256426903
Maldives,MDV,2017,20.6915788854656
Maldives,MDV,2018,20.1449360379289
Maldives,MDV,2019,19.9413849005153
Maldives,MDV,2020,20.1121885867863
Maldives,MDV,2021,19.4532482767244
Mexico,MEX,2000,9.13229541380319
Mexico,MEX,2001,
Mexico,MEX,2002,
Mexico,MEX,2003,
Mexico,MEX,2004,
Mexico,MEX,2005,
Mexico,MEX,2006,
Mexico,MEX,2007,
Mexico,MEX,2008,9.57877153010104
Mexico,MEX,2009,9.23460486136909
Mexico,MEX,2010,9.67531745323634
Mexico,MEX,2011,9.61707214633816
Mexico,MEX,2012,9.35241106248164
Mexico,MEX,2013,9.88361012257494
Mexico,MEX,2014,10.2428550435991
Mexico,MEX,2015,12.3459757814792
Mexico,MEX,2016,13.1237856071941
Mexico,MEX,2017,12.6874317280509
Mexico,MEX,2018,12.7121572973761
Mexico,MEX,2019,12.7877486120091
Mexico,MEX,2020,13.8975134544893
Mexico,MEX,2021,13.4112621199031
Mongolia,MNG,2000,13.9101606963282
Mongolia,MNG,2001,14.6620591872387
Mongolia,MNG,2002,13.3692402225643
Mongolia,MNG,2003,18.0387455713481
Mongolia,MNG,2004,
Mongolia,MNG,2005,
Mongolia,MNG,2006,28.7099746786874
Mongolia,MNG,2007,23.4791764785419
Mongolia,MNG,2008,21.6518153603901
Mongolia,MNG,2009,16.5402944034255
Mongolia,MNG,2010,19.5931192505774
Mongolia,MNG,2011,18.466991091551
Mongolia,MNG,2012,15.3121421838175
Mongolia,MNG,2013,15.7312080369785
Mongolia,MNG,2014,12.9016342446788
Mongolia,MNG,2015,11.8941379230625
Mongolia,MNG,2016,11.3509934515419
Mongolia,MNG,2017,13.5469084468923
Mongolia,MNG,2018,16.6885283141983
Mongolia,MNG,2019,16.8505209165187
Mongolia,MNG,2020,14.1457872325812
Mongolia,MNG,2021,16.9088495192029
Morocco,MAR,2000,
Morocco,MAR,2001,
Morocco,MAR,2002,17.1115740310881
Morocco,MAR,2003,16.8582507292145
Morocco,MAR,2004,17.1163253219024
Morocco,MAR,2005,18.9900493143229
Morocco,MAR,2006,19.403590924953
Morocco,MAR,2007,21.7314747760242
Morocco,MAR,2008,24.0687710887435
Morocco,MAR,2009,21.5414840078664
Morocco,MAR,2010,21.0889640891443
Morocco,MAR,2011,21.4534608720228
Morocco,MAR,2012,21.9652841058592
Morocco,MAR,2013,20.6278690149343
Morocco,MAR,2014,20.3536177532067
Morocco,MAR,2015,19.4374650876196
Morocco,MAR,2016,19.8672577619678
Morocco,MAR,2017,20.1297012322291
Morocco,MAR,2018,20.2861213777208
Morocco,MAR,2019,19.9144279438656
Morocco,MAR,2020,20.0221120456722
Morocco,MAR,2021,19.6652056359581
Myanmar,MMR,2000,2.96650745818451
Myanmar,MMR,2001,2.25714041101971
Myanmar,MMR,2002,2.0010471703619
Myanmar,MMR,2003,2.21041186420545
Myanmar,MMR,2004,3.27245665609108
Myanmar,MMR,2005,3.88177835640941
Myanmar,MMR,2006,
Myanmar,MMR,2007,
Myanmar,MMR,2008,
Myanmar,MMR,2009,
Myanmar,MMR,2010,
Myanmar,MMR,2011,
Myanmar,MMR,2012,4.52409369741194
Myanmar,MMR,2013,5.52956758874506
Myanmar,MMR,2014,5.84092892509613
Myanmar,MMR,2015,6.01128503979476
Myanmar,MMR,2016,7.17585983640205
Myanmar,MMR,2017,6.07774232896579
Myanmar,MMR,2018,2.75697125272766
Myanmar,MMR,2019,6.01765247726484
Myanmar,MMR,2020,
Myanmar,MMR,2021,
Netherlands,NLD,2000,20.9294302628756
Netherlands,NLD,2001,21.0083633404495
Netherlands,NLD,2002,21.0800932986811
Netherlands,NLD,2003,20.0840549930958
Netherlands,NLD,2004,20.3554356598247
Netherlands,NLD,2005,20.8877969055651
Netherlands,NLD,2006,21.1017560822819
Netherlands,NLD,2007,21.2500501786359
Netherlands,NLD,2008,21.7043170648197
Netherlands,NLD,2009,20.8039697035576
Netherlands,NLD,2010,20.8014655797158
Netherlands,NLD,2011,20.6643770778933
Netherlands,NLD,2012,20.3223179669174
Netherlands,NLD,2013,20.5597633296122
Netherlands,NLD,2014,21.5393728808314
Netherlands,NLD,2015,21.7961168520041
Netherlands,NLD,2016,22.3479015517062
Netherlands,NLD,2017,23.0613921884343
Netherlands,NLD,2018,22.9523938963993
Netherlands,NLD,2019,23.575774886203
Netherlands,NLD,2020,23.9228232020312
Netherlands,NLD,2021,24.3086759015198
New Zealand,NZL,2000,
New Zealand,NZL,2001,28.5576325439741
New Zealand,NZL,2002,28.2080536465923
New Zealand,NZL,2003,29.2481384340701
New Zealand,NZL,2004,29.2579312754353
New Zealand,NZL,2005,30.3129068290198
New Zealand,NZL,2006,31.9858840492082
New Zealand,NZL,2007,30.1098712722247
New Zealand,NZL,2008,31.5254004624985
New Zealand,NZL,2009,29.6855131312819
New Zealand,NZL,2010,26.1523000658988
New Zealand,NZL,2011,25.6666291132704
New Zealand,NZL,2012,26.9094457778146
New Zealand,NZL,2013,26.7156406654725
New Zealand,NZL,2014,26.8505144232156
New Zealand,NZL,2015,27.4117158776336
New Zealand,NZL,2016,27.2771662422565
New Zealand,NZL,2017,27.3310425007911
New Zealand,NZL,2018,27.4821620456409
New Zealand,NZL,2019,28.1697748200882
New Zealand,NZL,2020,27.3768537037489
New Zealand,NZL,2021,29.0601312027406
Nicaragua,NIC,2000,10.6468701120311
Nicaragua,NIC,2001,9.80250806649996
Nicaragua,NIC,2002,10.3954991061828
Nicaragua,NIC,2003,11.7208158960434
Nicaragua,NIC,2004,12.1881791801183
Nicaragua,NIC,2005,12.8998034816805
Nicaragua,NIC,2006,13.6841750955082
Nicaragua,NIC,2007,13.8620039284124
Nicaragua,NIC,2008,13.2017059330992
Nicaragua,NIC,2009,13.1376850661469
Nicaragua,NIC,2010,13.6784134892971
Nicaragua,NIC,2011,14.5197169475596
Nicaragua,NIC,2012,15.0091937917603
Nicaragua,NIC,2013,15.0204806853043
Nicaragua,NIC,2014,15.3162663787317
Nicaragua,NIC,2015,15.5895883603149
Nicaragua,NIC,2016,16.1664462040546
Nicaragua,NIC,2017,16.5737516137274
Nicaragua,NIC,2018,15.6994164536848
Nicaragua,NIC,2019,17.4217691279891
Nicaragua,NIC,2020,17.0710795569353
Nicaragua,NIC,2021,18.9072309186047
Nigeria,NGA,2000,
Nigeria,NGA,2001,
Nigeria,NGA,2002,
Nigeria,NGA,2003,
Nigeria,NGA,2004,
Nigeria,NGA,2005,
Nigeria,NGA,2006,
Nigeria,NGA,2007,
Nigeria,NGA,2008,
Nigeria,NGA,2009,
Nigeria,NGA,2010,
Nigeria,NGA,2011,
Nigeria,NGA,2012,
Nigeria,NGA,2013,
Nigeria,NGA,2014,
Nigeria,NGA,2015,
Nigeria,NGA,2016,
Nigeria,NGA,2017,
Nigeria,NGA,2018,
Nigeria,NGA,2019,
Nigeria,NGA,2020,
Nigeria,NGA,2021,
Pakistan,PAK,2000,7.49968677287633
Pakistan,PAK,2001,
Pakistan,PAK,2002,
Pakistan,PAK,2003,
Pakistan,PAK,2004,
Pakistan,PAK,2005,
Pakistan,PAK,2006,
Pakistan,PAK,2007,
Pakistan,PAK,2008,
Pakistan,PAK,2009,
Pakistan,PAK,2010,
Pakistan,PAK,2011,
Pakistan,PAK,2012,
Pakistan,PAK,2013,
Pakistan,PAK,2014,
Pakistan,PAK,2015,
Pakistan,PAK,2016,
Pakistan,PAK,2017,
Pakistan,PAK,2018,
Pakistan,PAK,2019,
Pakistan,PAK,2020,
Pakistan,PAK,2021,
Peru,PER,2000,12.6086474992247
Peru,PER,2001,12.8971056336871
Peru,PER,2002,12.4871426273152
Peru,PER,2003,13.411521163568
Peru,PER,2004,13.6633689429004
Peru,PER,2005,14.1047421923916
Peru,PER,2006,15.6699876015142
Peru,PER,2007,16.4074683503203
Peru,PER,2008,16.5121709202423
Peru,PER,2009,14.4565268083919
Peru,PER,2010,15.4665717570431
Peru,PER,2011,15.9688951452089
Peru,PER,2012,16.5466871027669
Peru,PER,2013,16.4330066930272
Peru,PER,2014,16.7209266785318
Peru,PER,2015,14.9196513179116
Peru,PER,2016,13.7875476429229
Peru,PER,2017,13.1743416510927
Peru,PER,2018,14.2863713099787
Peru,PER,2019,14.5254040570996
Peru,PER,2020,13.2210909618819
Peru,PER,2021,15.9225447315513
Philippines,PHL,2000,12.4403247745092
Philippines,PHL,2001,12.2655086469998
Philippines,PHL,2002,11.6681306910299
Philippines,PHL,2003,11.6664325949085
Philippines,PHL,2004,11.3644043893781
Philippines,PHL,2005,11.9242240624029
Philippines,PHL,2006,13.1273014401873
Philippines,PHL,2007,12.9604093017337
Philippines,PHL,2008,13.0335136905172
Philippines,PHL,2009,11.6989355673304
Philippines,PHL,2010,11.63527559371
Philippines,PHL,2011,11.8490007823205
Philippines,PHL,2012,12.3059271147044
Philippines,PHL,2013,12.7438220631734
Philippines,PHL,2014,13.0155171794537
Philippines,PHL,2015,13.0196105915341
Philippines,PHL,2016,13.0871006914948
Philippines,PHL,2017,13.5937937492138
Philippines,PHL,2018,14.0475332791904
Philippines,PHL,2019,14.4884730212515
Philippines,PHL,2020,13.9509857073772
Philippines,PHL,2021,14.1300039313539
Puerto Rico,PRI,2000,
Puerto Rico,PRI,2001,
Puerto Rico,PRI,2002,
Puerto Rico,PRI,2003,
Puerto Rico,PRI,2004,
Puerto Rico,PRI,2005,
Puerto Rico,PRI,2006,
Puerto Rico,PRI,2007,
Puerto Rico,PRI,2008,
Puerto Rico,PRI,2009,
Puerto Rico,PRI,2010,
Puerto Rico,PRI,2011,
Puerto Rico,PRI,2012,
Puerto Rico,PRI,2013,
Puerto Rico,PRI,2014,
Puerto Rico,PRI,2015,
Puerto Rico,PRI,2016,
Puerto Rico,PRI,2017,
Puerto Rico,PRI,2018,
Puerto Rico,PRI,2019,
Puerto Rico,PRI,2020,
Puerto Rico,PRI,2021,
Romania,ROU,2000,17.962709479419
Romania,ROU,2001,16.6334160764758
Romania,ROU,2002,16.4891000614035
Romania,ROU,2003,17.7747637527772
Romania,ROU,2004,17.4212661578016
Romania,ROU,2005,17.4680569291356
Romania,ROU,2006,17.9470572343657
Romania,ROU,2007,17.5395257265186
Romania,ROU,2008,16.7854444924841
Romania,ROU,2009,15.2721052302458
Romania,ROU,2010,16.2393386961731
Romania,ROU,2011,17.2153737430501
Romania,ROU,2012,17.1587053558134
Romania,ROU,2013,17.7605860355839
Romania,ROU,2014,17.9390645906369
Romania,ROU,2015,18.9181762479079
Romania,ROU,2016,17.1118362525795
Romania,ROU,2017,15.586647387346
Romania,ROU,2018,14.3743364188349
Romania,ROU,2019,14.5223191022293
Romania,ROU,2020,14.1465071921172
Romania,ROU,2021,14.9237413745441
Russian Federation,RUS,2000,13.7255344540838
Russian Federation,RUS,2001,15.778699595813
Russian Federation,RUS,2002,13.6349660680486
Russian Federation,RUS,2003,13.3140302043711
Russian Federation,RUS,2004,13.2340253899051
Russian Federation,RUS,2005,16.6229096832565
Russian Federation,RUS,2006,16.5682157586489
Russian Federation,RUS,2007,16.5513130624161
Russian Federation,RUS,2008,15.8180678239761
Russian Federation,RUS,2009,12.9563524123295
Russian Federation,RUS,2010,13.048348846076
Russian Federation,RUS,2011,13.9542036796753
Russian Federation,RUS,2012,13.7546730412872
Russian Federation,RUS,2013,12.933492451261
Russian Federation,RUS,2014,13.2553613046452
Russian Federation,RUS,2015,10.6420948088217
Russian Federation,RUS,2016,9.18312209969854
Russian Federation,RUS,2017,10.2884056740183
Russian Federation,RUS,2018,11.4687676015317
Russian Federation,RUS,2019,10.938399737976
Russian Federation,RUS,2020,10.7991196203537
Russian Federation,RUS,2021,11.606494475109
Serbia,SRB,2000,
Serbia,SRB,2001,
Serbia,SRB,2002,
Serbia,SRB,2003,
Serbia,SRB,2004,
Serbia,SRB,2005,
Serbia,SRB,2006,
Serbia,SRB,2007,20.4872747900195
Serbia,SRB,2008,20.3574730803532
Serbia,SRB,2009,19.2408906576394
Serbia,SRB,2010,19.4313895022311
Serbia,SRB,2011,18.3137738004771
Serbia,SRB,2012,17.8145603317234
Serbia,SRB,2013,19.9874009064063
Serbia,SRB,2014,21.0521740869991
Serbia,SRB,2015,21.4666537370513
Serbia,SRB,2016,22.4444642528224
Serbia,SRB,2017,23.1289563600506
Serbia,SRB,2018,22.6384537211685
Serbia,SRB,2019,23.0002958047357
Serbia,SRB,2020,22.4302344933492
Serbia,SRB,2021,19.6609961159321
Singapore,SGP,2000,14.8557890847443
Singapore,SGP,2001,14.5855191514965
Singapore,SGP,2002,12.6887393397993
Singapore,SGP,2003,12.4460741638593
Singapore,SGP,2004,11.6045115798244
Singapore,SGP,2005,11.5770274018324
Singapore,SGP,2006,11.8310221766032
Singapore,SGP,2007,12.8204281959211
Singapore,SGP,2008,13.7543914469361
Singapore,SGP,2009,12.9549265300847
Singapore,SGP,2010,12.7858239691039
Singapore,SGP,2011,13.1057219512653
Singapore,SGP,2012,13.5806687357042
Singapore,SGP,2013,13.2712500808714
Singapore,SGP,2014,13.5565571344028
Singapore,SGP,2015,13.1397745298612
Singapore,SGP,2016,13.3086682238479
Singapore,SGP,2017,13.9900847741536
Singapore,SGP,2018,13.0131483056707
Singapore,SGP,2019,13.1515012662641
Singapore,SGP,2020,12.7315446821269
Singapore,SGP,2021,12.8128979341856
Slovak Republic,SVK,2000,18.5187665091838
Slovak Republic,SVK,2001,17.3046857738748
Slovak Republic,SVK,2002,17.144541429323
Slovak Republic,SVK,2003,17.7982723506955
Slovak Republic,SVK,2004,17.3599644270589
Slovak Republic,SVK,2005,18.0822416372251
Slovak Republic,SVK,2006,16.8045340951562
Slovak Republic,SVK,2007,16.7443040469437
Slovak Republic,SVK,2008,16.453938199572
Slovak Republic,SVK,2009,15.5330935888503
Slovak Republic,SVK,2010,15.0119250558756
Slovak Republic,SVK,2011,16.0042981154156
Slovak Republic,SVK,2012,15.4996173956928
Slovak Republic,SVK,2013,16.6592069032471
Slovak Republic,SVK,2014,17.3884666474231
Slovak Republic,SVK,2015,18.051517345777
Slovak Republic,SVK,2016,18.0127807632426
Slovak Republic,SVK,2017,18.5023911736731
Slovak Republic,SVK,2018,18.4643244182766
Slovak Republic,SVK,2019,18.7604421075869
Slovak Republic,SVK,2020,18.4644755641513
Slovak Republic,SVK,2021,18.9625203261059
Tajikistan,TJK,2000,7.70308389768848
Tajikistan,TJK,2001,8.20192682736563
Tajikistan,TJK,2002,
Tajikistan,TJK,2003,9.70218843197379
Tajikistan,TJK,2004,9.82102378674623
Tajikistan,TJK,2005,
Tajikistan,TJK,2006,
Tajikistan,TJK,2007,
Tajikistan,TJK,2008,
Tajikistan,TJK,2009,
Tajikistan,TJK,2010,
Tajikistan,TJK,2011,
Tajikistan,TJK,2012,
Tajikistan,TJK,2013,
Tajikistan,TJK,2014,
Tajikistan,TJK,2015,
Tajikistan,TJK,2016,
Tajikistan,TJK,2017,
Tajikistan,TJK,2018,
Tajikistan,TJK,2019,
Tajikistan,TJK,2020,
Tajikistan,TJK,2021,10.345980548358
Thailand,THA,2000,12.9767329017598
Thailand,THA,2001,13.0702183217552
Thailand,THA,2002,13.4703127620992
Thailand,THA,2003,14.4815688032319
Thailand,THA,2004,14.8533309059365
Thailand,THA,2005,16.0618602656932
Thailand,THA,2006,15.6369927115112
Thailand,THA,2007,15.1431565568396
Thailand,THA,2008,15.3848864043407
Thailand,THA,2009,14.1942308395144
Thailand,THA,2010,14.9326475542288
Thailand,THA,2011,16.3618347937093
Thailand,THA,2012,15.4409356740255
Thailand,THA,2013,17.7360544662812
Thailand,THA,2014,16.4987842783279
Thailand,THA,2015,16.8508515509662
Thailand,THA,2016,16.1000351509677
Thailand,THA,2017,15.5187271600897
Thailand,THA,2018,15.6981581348008
Thailand,THA,2019,15.3979482209566
Thailand,THA,2020,15.1931521641962
Thailand,THA,2021,15.0614176014876
Tunisia,TUN,2000,19.2923685337066
Tunisia,TUN,2001,19.597497669027
Tunisia,TUN,2002,19.5406246580672
Tunisia,TUN,2003,18.7452647767236
Tunisia,TUN,2004,18.6721938282889
Tunisia,TUN,2005,18.8775047168685
Tunisia,TUN,2006,18.5107154877372
Tunisia,TUN,2007,19.067873938373
Tunisia,TUN,2008,20.4998082253244
Tunisia,TUN,2009,20.0481618073119
Tunisia,TUN,2010,19.199750829309
Tunisia,TUN,2011,20.1748559350054
Tunisia,TUN,2012,20.1154877238471
Tunisia,TUN,2013,
Tunisia,TUN,2014,
Tunisia,TUN,2015,
Tunisia,TUN,2016,
Tunisia,TUN,2017,
Tunisia,TUN,2018,
Tunisia,TUN,2019,
Tunisia,TUN,2020,
Tunisia,TUN,2021,
Turkiye,TUR,2000,
Turkiye,TUR,2001,
Turkiye,TUR,2002,
Turkiye,TUR,2003,
Turkiye,TUR,2004,
Turkiye,TUR,2005,
Turkiye,TUR,2006,
Turkiye,TUR,2007,
Turkiye,TUR,2008,17.5022873062229
Turkiye,TUR,2009,18.0739349464114
Turkiye,TUR,2010,18.859020486632
Turkiye,TUR,2011,18.5709178655187
Turkiye,TUR,2012,18.1071816357094
Turkiye,TUR,2013,18.3638081029172
Turkiye,TUR,2014,17.9458170478531
Turkiye,TUR,2015,18.1807806755588
Turkiye,TUR,2016,18.2655872255633
Turkiye,TUR,2017,17.7181577427261
Turkiye,TUR,2018,17.2700746239773
Turkiye,TUR,2019,16.5243858377989
Turkiye,TUR,2020,17.6637230256171
Turkiye,TUR,2021,17.8636373659083
Ukraine,UKR,2000,13.6153819949128
Ukraine,UKR,2001,11.6624126908962
Ukraine,UKR,2002,12.6327971410023
Ukraine,UKR,2003,13.161625947039
Ukraine,UKR,2004,12.8140914560614
Ukraine,UKR,2005,16.5287705679768
Ukraine,UKR,2006,17.0921634355012
Ukraine,UKR,2007,15.8179537908098
Ukraine,UKR,2008,17.0917178616882
Ukraine,UKR,2009,15.7892363802239
Ukraine,UKR,2010,14.997505767077
Ukraine,UKR,2011,17.8400492744471
Ukraine,UKR,2012,17.6333154227001
Ukraine,UKR,2013,16.8986843392832
Ukraine,UKR,2014,17.294347838416
Ukraine,UKR,2015,20.4513654211322
Ukraine,UKR,2016,19.6301198096561
Ukraine,UKR,2017,20.0523676996082
Ukraine,UKR,2018,20.1425525138036
Ukraine,UKR,2019,19.1961400966208
Ukraine,UKR,2020,19.1514002992876
Ukraine,UKR,2021,19.0823227721039
United Kingdom,GBR,2000,26.089164498452
United Kingdom,GBR,2001,25.7422554934628
United Kingdom,GBR,2002,24.9615800725006
United Kingdom,GBR,2003,24.5554042090574
United Kingdom,GBR,2004,25.1523282654273
United Kingdom,GBR,2005,25.488132609925
United Kingdom,GBR,2006,25.770394514272
United Kingdom,GBR,2007,25.9947159105991
United Kingdom,GBR,2008,26.4580823293173
United Kingdom,GBR,2009,24.1727477108113
United Kingdom,GBR,2010,25.2733978923915
United Kingdom,GBR,2011,25.8349322442695
United Kingdom,GBR,2012,25.1030655622434
United Kingdom,GBR,2013,25.1363423809099
United Kingdom,GBR,2014,24.8805109652867
United Kingdom,GBR,2015,25.0666466296295
United Kingdom,GBR,2016,25.4550384230121
United Kingdom,GBR,2017,25.5968599008299
United Kingdom,GBR,2018,25.5467164489775
United Kingdom,GBR,2019,25.1112729590706
United Kingdom,GBR,2020,24.7854276187243
United Kingdom,GBR,2021,26.4149383040168
United States,USA,2000,12.9707952978416
United States,USA,2001,11.8577047719749
United States,USA,2002,9.86801667620084
United States,USA,2003,9.3906925792894
United States,USA,2004,9.53747079117008
United States,USA,2005,10.6817329318669
United States,USA,2006,11.3104788990808
United States,USA,2007,11.2899126640813
United States,USA,2008,10.2761880916694
United States,USA,2009,7.90351709244059
United States,USA,2010,8.56322203026373
United States,USA,2011,9.53892861749163
United States,USA,2012,9.76391736911044
United States,USA,2013,10.4602254541478
United States,USA,2014,10.8997481732594
United States,USA,2015,11.1828279598944
United States,USA,2016,10.8545149876524
United States,USA,2017,11.5038867327939
United States,USA,2018,9.92953894064227
United States,USA,2019,9.88478959731721
United States,USA,2020,10.1534220235407
United States,USA,2021,11.394678497951
Uruguay,URY,2000,14.6991370386579
Uruguay,URY,2001,15.3059815839749
Uruguay,URY,2002,15.7776762187295
Uruguay,URY,2003,17.2060058985691
Uruguay,URY,2004,17.8462046174237
Uruguay,URY,2005,17.8969219665738
Uruguay,URY,2006,18.8323064186538
Uruguay,URY,2007,18.1109425946772
Uruguay,URY,2008,17.8002013221528
Uruguay,URY,2009,18.1226990471616
Uruguay,URY,2010,18.1364190185862
Uruguay,URY,2011,18.1987734858938
Uruguay,URY,2012,17.7918744506058
Uruguay,URY,2013,17.8597397264673
Uruguay,URY,2014,17.275289380084
Uruguay,URY,2015,17.0956158572883
Uruguay,URY,2016,21.732247872365
Uruguay,URY,2017,18.077464335383
Uruguay,URY,2018,18.324704480062
Uruguay,URY,2019,17.8650909080426
Uruguay,URY,2020,18.5148717533759
Uruguay,URY,2021,17.8116079258597
Uzbekistan,UZB,2000,
Uzbekistan,UZB,2001,
Uzbekistan,UZB,2002,
Uzbekistan,UZB,2003,
Uzbekistan,UZB,2004,
Uzbekistan,UZB,2005,
Uzbekistan,UZB,2006,
Uzbekistan,UZB,2007,
Uzbekistan,UZB,2008,
Uzbekistan,UZB,2009,
Uzbekistan,UZB,2010,
Uzbekistan,UZB,2011,12.3662567573144
Uzbekistan,UZB,2012,13.1744077704128
Uzbekistan,UZB,2013,13.8004798918479
Uzbekistan,UZB,2014,13.4703929830448
Uzbekistan,UZB,2015,13.5577540324739
Uzbekistan,UZB,2016,13.4329630615828
Uzbekistan,UZB,2017,10.3687470116311
Uzbekistan,UZB,2018,12.6952900811941
Uzbekistan,UZB,2019,11.3019651124218
Uzbekistan,UZB,2020,13.4020276222392
Uzbekistan,UZB,2021,13.3629025613176
"Venezuela, RB",VEN,2000,
"Venezuela, RB",VEN,2001,
"Venezuela, RB",VEN,2002,
"Venezuela, RB",VEN,2003,
"Venezuela, RB",VEN,2004,
"Venezuela, RB",VEN,2005,
"Venezuela, RB",VEN,2006,
"Venezuela, RB",VEN,2007,
"Venezuela, RB",VEN,2008,
"Venezuela, RB",VEN,2009,
"Venezuela, RB",VEN,2010,
"Venezuela, RB",VEN,2011,
"Venezuela, RB",VEN,2012,
"Venezuela, RB",VEN,2013,
"Venezuela, RB",VEN,2014,
"Venezuela, RB",VEN,2015,
"Venezuela, RB",VEN,2016,
"Venezuela, RB",VEN,2017,
"Venezuela, RB",VEN,2018,
"Venezuela, RB",VEN,2019,
"Venezuela, RB",VEN,2020,
"Venezuela, RB",VEN,2021,
Viet Nam,VNM,2000,
Viet Nam,VNM,2001,
Viet Nam,VNM,2002,
Viet Nam,VNM,2003,
Viet Nam,VNM,2004,
Viet Nam,VNM,2005,
Viet Nam,VNM,2006,
Viet Nam,VNM,2007,
Viet Nam,VNM,2008,
Viet Nam,VNM,2009,
Viet Nam,VNM,2010,
Viet Nam,VNM,2011,
Viet Nam,VNM,2012,
Viet Nam,VNM,2013,
Viet Nam,VNM,2014,
Viet Nam,VNM,2015,
Viet Nam,VNM,2016,
Viet Nam,VNM,2017,
Viet Nam,VNM,2018,
Viet Nam,VNM,2019,
Viet Nam,VNM,2020,
Viet Nam,VNM,2021,
Zimbabwe,ZWE,2000,
Zimbabwe,ZWE,2001,
Zimbabwe,ZWE,2002,
Zimbabwe,ZWE,2003,
Zimbabwe,ZWE,2004,
Zimbabwe,ZWE,2005,
Zimbabwe,ZWE,2006,
Zimbabwe,ZWE,2007,
Zimbabwe,ZWE,2008,
Zimbabwe,ZWE,2009,9.19689233898681
Zimbabwe,ZWE,2010,17.434923710737
Zimbabwe,ZWE,2011,17.9282541990398
Zimbabwe,ZWE,2012,17.8354892203875
Zimbabwe,ZWE,2013,
Zimbabwe,ZWE,2014,
Zimbabwe,ZWE,2015,17.6733631953313
Zimbabwe,ZWE,2016,15.4583408165803
Zimbabwe,ZWE,2017,5.46551150806074
Zimbabwe,ZWE,2018,7.21476500513885
Zimbabwe,ZWE,2019,
Zimbabwe,ZWE,2020,
Zimbabwe,ZWE,2021,
