,DATAFLOW,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
46,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2008,219859.823,,F,1,A,6,_Z
47,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2007,198973.23,,F,1,A,6,_Z
48,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2006,199648.645,,F,1,A,6,_Z
49,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2005,210481.55,,F,1,A,6,_Z
50,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2004,217567.622,,F,1,A,6,_Z
51,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2003,204742.437,,F,1,A,6,_Z
52,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2002,194099.884,,F,1,A,6,_Z
53,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2001,212244.906,,F,1,A,6,_Z
54,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,2000,255561.385,,F,1,A,6,_Z
55,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,1999,254058.57,,F,1,A,6,_Z
56,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,1997,259625.391,,F,1,A,6,_Z
57,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,1996,280426.223,,F,1,A,6,_Z
58,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,1995,319738.832,,F,1,A,6,_Z
59,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,F,_Z,USD_EXC,V,N,T0103,1994,292465.92,,F,1,A,6,_Z
60,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1997,36732900.0,,F,1,A,6,JPY
61,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1996,34911000.0,,F,1,A,6,JPY
62,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1995,34012700.0,,F,1,A,6,JPY
63,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1994,32817800.0,,F,1,A,6,JPY
64,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1993,32112136.477,,F,1,E,6,JPY
65,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1992,32953033.833,,F,1,E,6,JPY
66,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1991,30179771.784,,F,1,E,6,JPY
67,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1990,30864216.978,,F,1,E,6,JPY
68,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1989,27252962.987,,F,1,E,6,JPY
69,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2018,45914800.0,,F,1,A,6,JPY
70,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2017,45525700.0,,F,1,A,6,JPY
71,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2016,45205700.0,,F,1,A,6,JPY
72,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2015,44861900.0,,F,1,A,6,JPY
73,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2014,41014600.0,,F,1,A,6,JPY
74,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2013,36594000.0,,F,1,A,6,JPY
75,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2012,36115000.0,,F,1,A,6,JPY
76,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2011,36119600.0,,F,1,A,6,JPY
77,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2010,35974300.0,,F,1,A,6,JPY
78,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2009,35492000.0,,F,1,A,6,JPY
79,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2008,36736300.0,,F,1,A,6,JPY
80,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2007,37460300.0,,F,1,A,6,JPY
81,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2006,37870800.0,,F,1,A,6,JPY
82,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2005,37890600.0,,F,1,A,6,JPY
83,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2004,37486900.0,,F,1,A,6,JPY
84,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2003,37228200.0,,F,1,A,6,JPY
85,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2002,37768300.0,,F,1,A,6,JPY
86,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2001,38258100.0,,F,1,A,6,JPY
87,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2000,38704800.0,,F,1,A,6,JPY
88,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1999,39403900.0,,F,1,A,6,JPY
89,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1998,38471900.0,,F,1,A,6,JPY
90,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1984,19885976.672,,F,1,E,6,JPY
91,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1983,17914520.95,,F,1,E,6,JPY
92,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1982,17516567.222,,F,1,E,6,JPY
93,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1981,16823317.742,,F,1,E,6,JPY
94,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1980,15592830.73,,F,1,E,6,JPY
95,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2023,53460700.0,,F,1,A,6,JPY
96,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2022,52621300.0,,F,1,A,6,JPY
97,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2021,50513900.0,,F,1,A,6,JPY
98,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2020,47931900.0,,F,1,A,6,JPY
99,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,2019,46470300.0,,F,1,A,6,JPY
100,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1988,26493329.191,,F,1,E,6,JPY
101,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1987,24682639.731,,F,1,E,6,JPY
102,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1986,22056233.173,,F,1,E,6,JPY
103,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D2,_Z,_Z,_Z,XDC,V,N,T0103,1985,21565482.271,,F,1,E,6,JPY
104,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2018,120756.349,,F,1,A,6,_Z
105,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2017,117576.48,,F,1,A,6,_Z
106,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2016,117449.76,,F,1,A,6,_Z
107,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2015,104671.833,,F,1,A,6,_Z
108,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2014,120428.773,,F,1,A,6,_Z
109,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2013,131677.989,,F,1,A,6,_Z
110,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2012,162578.343,,F,1,A,6,_Z
111,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2011,162671.154,,F,1,A,6,_Z
112,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2010,147973.553,,F,1,A,6,_Z
113,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2009,171323.979,,F,1,A,6,_Z
114,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2008,166030.225,,F,1,A,6,_Z
115,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2007,152455.728,,F,1,A,6,_Z
116,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2006,161470.431,,F,1,A,6,_Z
117,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2005,151785.261,,F,1,A,6,_Z
118,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2004,154387.682,,F,1,A,6,_Z
119,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2003,138802.891,,F,1,A,6,_Z
120,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1998,119016.571,,F,1,A,6,_Z
121,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1997,127879.905,,F,1,A,6,_Z
122,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1996,134806.28,,F,1,A,6,_Z
123,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1995,152944.55,,F,1,A,6,_Z
124,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1994,137685.179,,F,1,A,6,_Z
125,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2023,103887.008,,F,1,A,6,_Z
126,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2022,111051.761,,F,1,A,6,_Z
127,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2021,129425.425,,F,1,A,6,_Z
128,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2020,130623.784,,F,1,A,6,_Z
